"event","quarter","id","industry","bin","p","time","Year","Quarter","resolution","realization","binL","binH","binValue"
2011.25,5,463,"2.0000",1,1,2011.249,2011,1,2,1,1,1,1
2011.5,2,463,"2.0000",1,0.22,2010.375,NA,NA,1,NA,1,1,1
2011.5,3,463,"2.0000",1,0.25,2010.625,NA,NA,1,NA,1,1,1
2011.5,4,463,"2.0000",1,0.25,2010.875,NA,NA,1,NA,1,1,1
2011.5,2,463,"2.0000",1,0.2,2011.375,NA,NA,1,NA,1,1,1
2011.75,3,463,"2.0000",1,0.25,2010.625,2011,3,1,1,1,1,1
2011.75,4,463,"2.0000",1,0.25,2010.875,2011,3,1,1,1,1,1
2011.75,2,463,"2.0000",1,0.2,2011.375,2011,3,1,1,1,1,1
2011.75,3,463,"2.0000",1,0.1,2011.625,2011,3,1,1,1,1,1
2011.75,5,463,"2.0000",1,1,2011.749,2011,3,2,1,1,1,1
2012,4,463,"2.0000",1,0.25,2010.875,NA,NA,1,NA,1,1,1
2012,2,463,"2.0000",1,0.25,2011.375,NA,NA,1,NA,1,1,1
2012,3,463,"2.0000",1,0.2,2011.625,NA,NA,1,NA,1,1,1
2012,4,463,"2.0000",1,0.1,2011.875,NA,NA,1,NA,1,1,1
2012.25,2,463,"2.0000",1,0.25,2011.375,NA,NA,1,NA,1,1,1
2012.25,3,463,"2.0000",1,0.25,2011.625,NA,NA,1,NA,1,1,1
2012.25,4,463,"2.0000",1,0.15,2011.875,NA,NA,1,NA,1,1,1
2012.5,2,463,"2.0000",1,0.25,2011.375,NA,NA,1,NA,1,1,1
2012.5,3,463,"2.0000",1,0.25,2011.625,NA,NA,1,NA,1,1,1
2012.5,4,463,"2.0000",1,0.2,2011.875,NA,NA,1,NA,1,1,1
2012.5,2,463,"2.0000",1,0.1,2012.375,NA,NA,1,NA,1,1,1
2012.75,3,463,"2.0000",1,0.25,2011.625,NA,NA,1,NA,1,1,1
2012.75,4,463,"2.0000",1,0.25,2011.875,NA,NA,1,NA,1,1,1
2012.75,2,463,"2.0000",1,0.12,2012.375,NA,NA,1,NA,1,1,1
2012.75,3,463,"2.0000",1,0.3,2012.625,NA,NA,1,NA,1,1,1
2013,4,463,"2.0000",1,0.25,2011.875,NA,NA,1,NA,1,1,1
2013,2,463,"2.0000",1,0.15,2012.375,NA,NA,1,NA,1,1,1
2013,3,463,"2.0000",1,0.4,2012.625,NA,NA,1,NA,1,1,1
2013,4,463,"2.0000",1,0.3,2012.875,NA,NA,1,NA,1,1,1
2013.25,2,463,"2.0000",1,0.18,2012.375,NA,NA,1,NA,1,1,1
2013.25,3,463,"2.0000",1,0.3,2012.625,NA,NA,1,NA,1,1,1
2013.25,4,463,"2.0000",1,0.35,2012.875,NA,NA,1,NA,1,1,1
2013.25,1,463,"2.0000",1,0.5,2013.125,NA,NA,1,NA,1,1,1
2013.5,2,463,"2.0000",1,0.2,2012.375,NA,NA,1,NA,1,1,1
2013.5,3,463,"2.0000",1,0.25,2012.625,NA,NA,1,NA,1,1,1
2013.5,4,463,"2.0000",1,0.28,2012.875,NA,NA,1,NA,1,1,1
2013.5,1,463,"2.0000",1,0.3,2013.125,NA,NA,1,NA,1,1,1
2013.5,2,463,"2.0000",1,0.2,2013.375,NA,NA,1,NA,1,1,1
2013.75,3,463,"2.0000",1,0.25,2012.625,NA,NA,1,NA,1,1,1
2013.75,4,463,"2.0000",1,0.25,2012.875,NA,NA,1,NA,1,1,1
2013.75,1,463,"2.0000",1,0.2,2013.125,NA,NA,1,NA,1,1,1
2013.75,2,463,"2.0000",1,0.1,2013.375,NA,NA,1,NA,1,1,1
2013.75,3,463,"2.0000",1,0.05,2013.625,NA,NA,1,NA,1,1,1
2014,4,463,"2.0000",1,0.25,2012.875,NA,NA,1,NA,1,1,1
2014,1,463,"2.0000",1,0.1,2013.125,NA,NA,1,NA,1,1,1
2014,2,463,"2.0000",1,0.05,2013.375,NA,NA,1,NA,1,1,1
2014,3,463,"2.0000",1,0.05,2013.625,NA,NA,1,NA,1,1,1
2014,4,463,"2.0000",1,0.1,2013.875,NA,NA,1,NA,1,1,1
2014.25,1,463,"2.0000",1,0.1,2013.125,2014,1,1,1,1,1,1
2014.25,3,463,"2.0000",1,0.05,2013.625,2014,1,1,1,1,1,1
2014.25,4,463,"2.0000",1,0.2,2013.875,2014,1,1,1,1,1,1
2014.25,1,463,"2.0000",1,0.1,2014.125,2014,1,1,1,1,1,1
2014.25,5,463,"2.0000",1,1,2014.249,2014,1,2,1,1,1,1
2014.5,3,463,"2.0000",1,0.05,2013.625,NA,NA,1,NA,1,1,1
2014.5,4,463,"2.0000",1,0.2,2013.875,NA,NA,1,NA,1,1,1
2014.5,1,463,"2.0000",1,0.05,2014.125,NA,NA,1,NA,1,1,1
2014.5,2,463,"2.0000",1,0.05,2014.375,NA,NA,1,NA,1,1,1
2014.75,3,463,"2.0000",1,0.05,2013.625,NA,NA,1,NA,1,1,1
2014.75,4,463,"2.0000",1,0.2,2013.875,NA,NA,1,NA,1,1,1
2014.75,1,463,"2.0000",1,0.05,2014.125,NA,NA,1,NA,1,1,1
2014.75,2,463,"2.0000",1,0.15,2014.375,NA,NA,1,NA,1,1,1
2014.75,3,463,"2.0000",1,0.03,2014.625,NA,NA,1,NA,1,1,1
2015,4,463,"2.0000",1,0.2,2013.875,NA,NA,1,NA,1,1,1
2015,1,463,"2.0000",1,0.05,2014.125,NA,NA,1,NA,1,1,1
2015,2,463,"2.0000",1,0.18,2014.375,NA,NA,1,NA,1,1,1
2015,3,463,"2.0000",1,0.15,2014.625,NA,NA,1,NA,1,1,1
2015.25,1,463,"2.0000",1,0.05,2014.125,NA,NA,1,NA,1,1,1
2015.25,2,463,"2.0000",1,0.2,2014.375,NA,NA,1,NA,1,1,1
2015.25,3,463,"2.0000",1,0.2,2014.625,NA,NA,1,NA,1,1,1
2015.5,2,463,"2.0000",1,0.2,2014.375,NA,NA,1,NA,1,1,1
2015.5,3,463,"2.0000",1,0.22,2014.625,NA,NA,1,NA,1,1,1
2015.75,3,463,"2.0000",1,0.23,2014.625,NA,NA,1,NA,1,1,1
2015.75,2,463,"2.0000",1,0.1,2015.375,NA,NA,1,NA,1,1,1
2015.75,3,463,"2.0000",1,0.05,2015.625,NA,NA,1,NA,1,1,1
2016,2,463,"2.0000",1,0.1,2015.375,NA,NA,1,NA,1,1,1
2016,3,463,"2.0000",1,0.05,2015.625,NA,NA,1,NA,1,1,1
2016,4,463,"2.0000",1,0.1,2015.875,NA,NA,1,NA,1,1,1
2016.25,2,463,"2.0000",1,0.1,2015.375,NA,NA,1,NA,1,1,1
2016.25,3,463,"2.0000",1,0.1,2015.625,NA,NA,1,NA,1,1,1
2016.25,4,463,"2.0000",1,0.1,2015.875,NA,NA,1,NA,1,1,1
2016.5,2,463,"2.0000",1,0.3,2015.375,NA,NA,1,NA,1,1,1
2016.5,3,463,"2.0000",1,0.1,2015.625,NA,NA,1,NA,1,1,1
2016.5,4,463,"2.0000",1,0.15,2015.875,NA,NA,1,NA,1,1,1
2016.5,2,463,"2.0000",1,0.08,2016.375,NA,NA,1,NA,1,1,1
2016.75,3,463,"2.0000",1,0.15,2015.625,NA,NA,1,NA,1,1,1
2016.75,4,463,"2.0000",1,0.2,2015.875,NA,NA,1,NA,1,1,1
2016.75,2,463,"2.0000",1,0.15,2016.375,NA,NA,1,NA,1,1,1
2017,4,463,"2.0000",1,0.3,2015.875,NA,NA,1,NA,1,1,1
2017,2,463,"2.0000",1,0.18,2016.375,NA,NA,1,NA,1,1,1
2017,4,463,"2.0000",1,0.05,2016.875,NA,NA,1,NA,1,1,1
2017.25,2,463,"2.0000",1,0.2,2016.375,NA,NA,1,NA,1,1,1
2017.25,4,463,"2.0000",1,0.15,2016.875,NA,NA,1,NA,1,1,1
2017.25,1,463,"2.0000",1,0.05,2017.125,NA,NA,1,NA,1,1,1
2017.5,2,463,"2.0000",1,0.2,2016.375,NA,NA,1,NA,1,1,1
2017.5,4,463,"2.0000",1,0.2,2016.875,NA,NA,1,NA,1,1,1
2017.5,1,463,"2.0000",1,0.15,2017.125,NA,NA,1,NA,1,1,1
2017.5,2,463,"2.0000",1,0.05,2017.375,NA,NA,1,NA,1,1,1
2017.75,4,463,"2.0000",1,0.25,2016.875,NA,NA,1,NA,1,1,1
2017.75,1,463,"2.0000",1,0.2,2017.125,NA,NA,1,NA,1,1,1
2017.75,2,463,"2.0000",1,0.15,2017.375,NA,NA,1,NA,1,1,1
2017.75,3,463,"2.0000",1,0.05,2017.625,NA,NA,1,NA,1,1,1
2018,4,463,"2.0000",1,0.25,2016.875,NA,NA,1,NA,1,1,1
2018,1,463,"2.0000",1,0.22,2017.125,NA,NA,1,NA,1,1,1
2018,2,463,"2.0000",1,0.18,2017.375,NA,NA,1,NA,1,1,1
2018,3,463,"2.0000",1,0.1,2017.625,NA,NA,1,NA,1,1,1
2018.25,1,463,"2.0000",1,0.25,2017.125,NA,NA,1,NA,1,1,1
2018.25,2,463,"2.0000",1,0.25,2017.375,NA,NA,1,NA,1,1,1
2018.25,3,463,"2.0000",1,0.25,2017.625,NA,NA,1,NA,1,1,1
2018.5,2,463,"2.0000",1,0.2,2017.375,NA,NA,1,NA,1,1,1
2018.5,3,463,"2.0000",1,0.25,2017.625,NA,NA,1,NA,1,1,1
2018.75,3,463,"2.0000",1,0.25,2017.625,NA,NA,1,NA,1,1,1
2019,4,463,"2.0000",1,0.02,2018.875,NA,NA,1,NA,1,1,1
2019.25,4,463,"2.0000",1,0.08,2018.875,NA,NA,1,NA,1,1,1
2019.25,1,463,"2.0000",1,0.2,2019.125,NA,NA,1,NA,1,1,1
2019.5,4,463,"2.0000",1,0.13,2018.875,NA,NA,1,NA,1,1,1
2019.5,1,463,"2.0000",1,0.15,2019.125,NA,NA,1,NA,1,1,1
2019.5,2,463,"2.0000",1,0.05,2019.375,NA,NA,1,NA,1,1,1
2019.75,4,463,"2.0000",1,0.17,2018.875,NA,NA,1,NA,1,1,1
2019.75,1,463,"2.0000",1,0.15,2019.125,NA,NA,1,NA,1,1,1
2019.75,2,463,"2.0000",1,0.1,2019.375,NA,NA,1,NA,1,1,1
2020,4,463,"2.0000",1,0.2,2018.875,NA,NA,1,NA,1,1,1
2020,1,463,"2.0000",1,0.2,2019.125,NA,NA,1,NA,1,1,1
2020,2,463,"2.0000",1,0.15,2019.375,NA,NA,1,NA,1,1,1
2020,4,463,"2.0000",1,0.1,2019.875,NA,NA,1,NA,1,1,1
2020.25,1,463,"2.0000",1,0.22,2019.125,2020,1,1,1,1,1,1
2020.25,2,463,"2.0000",1,0.2,2019.375,2020,1,1,1,1,1,1
2020.25,4,463,"2.0000",1,0.2,2019.875,2020,1,1,1,1,1,1
2020.25,1,463,"2.0000",1,0.04,2020.125,2020,1,1,1,1,1,1
2020.25,5,463,"2.0000",1,1,2020.249,2020,1,2,1,1,1,1
2020.5,2,463,"2.0000",1,0.2,2019.375,2020,2,1,1,1,1,1
2020.5,4,463,"2.0000",1,0.2,2019.875,2020,2,1,1,1,1,1
2020.5,1,463,"2.0000",1,0.1,2020.125,2020,2,1,1,1,1,1
2020.5,2,463,"2.0000",1,1,2020.375,2020,2,1,1,1,1,1
2020.5,5,463,"2.0000",1,1,2020.499,2020,2,2,1,1,1,1
2020.75,4,463,"2.0000",1,0.2,2019.875,NA,NA,1,NA,1,1,1
2020.75,1,463,"2.0000",1,0.15,2020.125,NA,NA,1,NA,1,1,1
2020.75,2,463,"2.0000",1,0.25,2020.375,NA,NA,1,NA,1,1,1
2021,4,463,"2.0000",1,0.2,2019.875,NA,NA,1,NA,1,1,1
2021,1,463,"2.0000",1,0.18,2020.125,NA,NA,1,NA,1,1,1
2021,2,463,"2.0000",1,0.2,2020.375,NA,NA,1,NA,1,1,1
2021.25,1,463,"2.0000",1,0.2,2020.125,NA,NA,1,NA,1,1,1
2021.25,2,463,"2.0000",1,0.2,2020.375,NA,NA,1,NA,1,1,1
2021.25,1,463,"2.0000",1,0.15,2021.125,NA,NA,1,NA,1,1,1
2021.5,2,463,"2.0000",1,0.2,2020.375,NA,NA,1,NA,1,1,1
2021.5,1,463,"2.0000",1,0.15,2021.125,NA,NA,1,NA,1,1,1
2021.75,1,463,"2.0000",1,0.18,2021.125,NA,NA,1,NA,1,1,1
2021.75,3,463,"2.0000",1,0.03,2021.625,NA,NA,1,NA,1,1,1
2022,1,463,"2.0000",1,0.2,2021.125,NA,NA,1,NA,1,1,1
2022,3,463,"2.0000",1,0.09,2021.625,NA,NA,1,NA,1,1,1
2022,4,463,"2.0000",1,0.05,2021.875,NA,NA,1,NA,1,1,1
2022.25,1,463,"2.0000",1,0.2,2021.125,2022,1,1,1,1,1,1
2022.25,3,463,"2.0000",1,0.14,2021.625,2022,1,1,1,1,1,1
2022.25,4,463,"2.0000",1,0.1,2021.875,2022,1,1,1,1,1,1
2022.25,1,463,"2.0000",1,0.08,2022.125,2022,1,1,1,1,1,1
2022.25,5,463,"2.0000",1,1,2022.249,2022,1,2,1,1,1,1
2022.5,3,463,"2.0000",1,0.16,2021.625,NA,NA,1,NA,1,1,1
2022.5,4,463,"2.0000",1,0.15,2021.875,NA,NA,1,NA,1,1,1
2022.5,1,463,"2.0000",1,0.12,2022.125,NA,NA,1,NA,1,1,1
2022.5,2,463,"2.0000",1,0.08,2022.375,NA,NA,1,NA,1,1,1
2022.75,3,463,"2.0000",1,0.18,2021.625,NA,NA,1,NA,1,1,1
2022.75,4,463,"2.0000",1,0.18,2021.875,NA,NA,1,NA,1,1,1
2022.75,1,463,"2.0000",1,0.13,2022.125,NA,NA,1,NA,1,1,1
2022.75,2,463,"2.0000",1,0.12,2022.375,NA,NA,1,NA,1,1,1
2023,4,463,"2.0000",1,0.18,2021.875,NA,NA,1,NA,1,1,1
2023,1,463,"2.0000",1,0.14,2022.125,NA,NA,1,NA,1,1,1
2023,2,463,"2.0000",1,0.17,2022.375,NA,NA,1,NA,1,1,1
2023.25,1,463,"2.0000",1,0.16,2022.125,NA,NA,1,NA,1,1,1
2023.25,2,463,"2.0000",1,0.19,2022.375,NA,NA,1,NA,1,1,1
2023.5,2,463,"2.0000",1,0.22,2022.375,NA,NA,1,NA,1,1,1
1995.5,2,464,"1.0000",1,0.15,1995.375,NA,NA,1,NA,1,1,1
1995.75,2,464,"1.0000",1,0.05,1995.375,NA,NA,1,NA,1,1,1
1995.75,3,464,"1.0000",1,0.01,1995.625,NA,NA,1,NA,1,1,1
1996,2,464,"1.0000",1,0.03,1995.375,NA,NA,1,NA,1,1,1
1996,4,464,"1.0000",1,0.01,1995.875,NA,NA,1,NA,1,1,1
1996.25,2,464,"1.0000",1,0.15,1995.375,NA,NA,1,NA,1,1,1
1996.25,4,464,"1.0000",1,0.05,1995.875,NA,NA,1,NA,1,1,1
1996.5,2,464,"1.0000",1,0.2,1995.375,NA,NA,1,NA,1,1,1
1996.5,3,464,"1.0000",1,0.01,1995.625,NA,NA,1,NA,1,1,1
1996.5,4,464,"1.0000",1,0.05,1995.875,NA,NA,1,NA,1,1,1
1996.75,3,464,"1.0000",1,0.005,1995.625,NA,NA,1,NA,1,1,1
1996.75,4,464,"1.0000",1,0.1,1995.875,NA,NA,1,NA,1,1,1
1996.75,2,464,"1.0000",1,0.001,1996.375,NA,NA,1,NA,1,1,1
1996.75,3,464,"1.0000",1,0.01,1996.625,NA,NA,1,NA,1,1,1
1997,4,464,"1.0000",1,0.15,1995.875,NA,NA,1,NA,1,1,1
1997,2,464,"1.0000",1,0.01,1996.375,NA,NA,1,NA,1,1,1
1997,3,464,"1.0000",1,0.02,1996.625,NA,NA,1,NA,1,1,1
1997.25,2,464,"1.0000",1,0.05,1996.375,NA,NA,1,NA,1,1,1
1997.25,3,464,"1.0000",1,0.03,1996.625,NA,NA,1,NA,1,1,1
1997.5,2,464,"1.0000",1,0.05,1996.375,NA,NA,1,NA,1,1,1
1997.5,3,464,"1.0000",1,0.04,1996.625,NA,NA,1,NA,1,1,1
1997.5,1,464,"1.0000",1,0.05,1997.125,NA,NA,1,NA,1,1,1
1997.75,3,464,"1.0000",1,0.05,1996.625,NA,NA,1,NA,1,1,1
1997.75,1,464,"1.0000",1,0.05,1997.125,NA,NA,1,NA,1,1,1
1998,1,464,"1.0000",1,0.1,1997.125,NA,NA,1,NA,1,1,1
1998,3,464,"1.0000",1,0.05,1997.625,NA,NA,1,NA,1,1,1
1998,4,464,"1.0000",1,0.01,1997.875,NA,NA,1,NA,1,1,1
1998.25,1,464,"1.0000",1,0.25,1997.125,NA,NA,1,NA,1,1,1
1998.25,3,464,"1.0000",1,0.1,1997.625,NA,NA,1,NA,1,1,1
1998.25,4,464,"1.0000",1,0.01,1997.875,NA,NA,1,NA,1,1,1
1998.25,1,464,"1.0000",1,0.05,1998.125,NA,NA,1,NA,1,1,1
1998.5,3,464,"1.0000",1,0.15,1997.625,NA,NA,1,NA,1,1,1
1998.5,4,464,"1.0000",1,0.02,1997.875,NA,NA,1,NA,1,1,1
1998.5,1,464,"1.0000",1,0.2,1998.125,NA,NA,1,NA,1,1,1
1998.75,3,464,"1.0000",1,0.2,1997.625,NA,NA,1,NA,1,1,1
1998.75,4,464,"1.0000",1,0.05,1997.875,NA,NA,1,NA,1,1,1
1998.75,1,464,"1.0000",1,0.15,1998.125,NA,NA,1,NA,1,1,1
1999,4,464,"1.0000",1,0.1,1997.875,NA,NA,1,NA,1,1,1
1999,1,464,"1.0000",1,0.05,1998.125,NA,NA,1,NA,1,1,1
1999.25,1,464,"1.0000",1,0.05,1998.125,NA,NA,1,NA,1,1,1
1999.25,4,464,"1.0000",1,0.1,1998.875,NA,NA,1,NA,1,1,1
1999.5,4,464,"1.0000",1,0.15,1998.875,NA,NA,1,NA,1,1,1
1999.5,1,464,"1.0000",1,0.05,1999.125,NA,NA,1,NA,1,1,1
1999.5,2,464,"1.0000",1,0.01,1999.375,NA,NA,1,NA,1,1,1
1999.75,4,464,"1.0000",1,0.25,1998.875,NA,NA,1,NA,1,1,1
1999.75,1,464,"1.0000",1,0.1,1999.125,NA,NA,1,NA,1,1,1
1999.75,2,464,"1.0000",1,0.01,1999.375,NA,NA,1,NA,1,1,1
1999.75,3,464,"1.0000",1,0.01,1999.625,NA,NA,1,NA,1,1,1
2000,4,464,"1.0000",1,0.2,1998.875,NA,NA,1,NA,1,1,1
2000,1,464,"1.0000",1,0.15,1999.125,NA,NA,1,NA,1,1,1
2000,2,464,"1.0000",1,0.05,1999.375,NA,NA,1,NA,1,1,1
2000,3,464,"1.0000",1,0.02,1999.625,NA,NA,1,NA,1,1,1
2000.25,1,464,"1.0000",1,0.2,1999.125,NA,NA,1,NA,1,1,1
2000.25,2,464,"1.0000",1,0.1,1999.375,NA,NA,1,NA,1,1,1
2000.25,3,464,"1.0000",1,0.05,1999.625,NA,NA,1,NA,1,1,1
2000.25,1,464,"1.0000",1,0.02,2000.125,NA,NA,1,NA,1,1,1
2000.5,2,464,"1.0000",1,0.15,1999.375,NA,NA,1,NA,1,1,1
2000.5,3,464,"1.0000",1,0.1,1999.625,NA,NA,1,NA,1,1,1
2000.5,1,464,"1.0000",1,0.03,2000.125,NA,NA,1,NA,1,1,1
2000.75,3,464,"1.0000",1,0.1,1999.625,NA,NA,1,NA,1,1,1
2000.75,1,464,"1.0000",1,0.1,2000.125,NA,NA,1,NA,1,1,1
2000.75,3,464,"1.0000",1,0.02,2000.625,NA,NA,1,NA,1,1,1
2001,1,464,"1.0000",1,0.15,2000.125,NA,NA,1,NA,1,1,1
2001,3,464,"1.0000",1,0.03,2000.625,NA,NA,1,NA,1,1,1
2001.25,1,464,"1.0000",1,0.2,2000.125,2001,1,1,1,1,1,1
2001.25,3,464,"1.0000",1,0.05,2000.625,2001,1,1,1,1,1,1
2001.25,5,464,"1.0000",1,1,2001.249,2001,1,2,1,1,1,1
2001.5,3,464,"1.0000",1,0.1,2000.625,NA,NA,1,NA,1,1,1
2001.75,3,464,"1.0000",1,0.1,2000.625,2001,3,1,1,1,1,1
2001.75,5,464,"1.0000",1,1,2001.749,2001,3,2,1,1,1,1
1996,4,465,"1.0000",1,0.2,1995.875,NA,NA,1,NA,1,1,1
1996.25,4,465,"1.0000",1,0.5,1995.875,NA,NA,1,NA,1,1,1
1996.25,1,465,"1.0000",1,0.7,1996.125,NA,NA,1,NA,1,1,1
1996.5,4,465,"1.0000",1,0.8,1995.875,NA,NA,1,NA,1,1,1
1996.5,1,465,"1.0000",1,0.5,1996.125,NA,NA,1,NA,1,1,1
1996.75,4,465,"1.0000",1,0.5,1995.875,NA,NA,1,NA,1,1,1
1996.75,1,465,"1.0000",1,0.5,1996.125,NA,NA,1,NA,1,1,1
1997,4,465,"1.0000",1,0.5,1995.875,NA,NA,1,NA,1,1,1
1997,1,465,"1.0000",1,0.4,1996.125,NA,NA,1,NA,1,1,1
1997,2,465,"1.0000",1,0.05,1996.375,NA,NA,1,NA,1,1,1
1997,3,465,"1.0000",1,0.05,1996.625,NA,NA,1,NA,1,1,1
1997.25,1,465,"1.0000",1,0.3,1996.125,NA,NA,1,NA,1,1,1
1997.25,2,465,"1.0000",1,0.05,1996.375,NA,NA,1,NA,1,1,1
1997.25,3,465,"1.0000",1,0.1,1996.625,NA,NA,1,NA,1,1,1
1997.25,1,465,"1.0000",1,0.1,1997.125,NA,NA,1,NA,1,1,1
1997.5,2,465,"1.0000",1,0.1,1996.375,NA,NA,1,NA,1,1,1
1997.5,3,465,"1.0000",1,0.15,1996.625,NA,NA,1,NA,1,1,1
1997.5,1,465,"1.0000",1,0.2,1997.125,NA,NA,1,NA,1,1,1
1997.5,2,465,"1.0000",1,0.5,1997.375,NA,NA,1,NA,1,1,1
1997.75,3,465,"1.0000",1,0.2,1996.625,NA,NA,1,NA,1,1,1
1997.75,1,465,"1.0000",1,0.33,1997.125,NA,NA,1,NA,1,1,1
1997.75,2,465,"1.0000",1,0.6,1997.375,NA,NA,1,NA,1,1,1
1998,1,465,"1.0000",1,0.4,1997.125,NA,NA,1,NA,1,1,1
1998,2,465,"1.0000",1,0.2,1997.375,NA,NA,1,NA,1,1,1
1998,3,465,"1.0000",1,0.1,1997.625,NA,NA,1,NA,1,1,1
1998.25,1,465,"1.0000",1,0.4,1997.125,NA,NA,1,NA,1,1,1
1998.25,2,465,"1.0000",1,0.7,1997.375,NA,NA,1,NA,1,1,1
1998.25,3,465,"1.0000",1,0.2,1997.625,NA,NA,1,NA,1,1,1
1998.25,4,465,"1.0000",1,0.1,1997.875,NA,NA,1,NA,1,1,1
1998.5,2,465,"1.0000",1,0.8,1997.375,NA,NA,1,NA,1,1,1
1998.5,3,465,"1.0000",1,0.25,1997.625,NA,NA,1,NA,1,1,1
1998.5,4,465,"1.0000",1,0.1,1997.875,NA,NA,1,NA,1,1,1
1998.5,1,465,"1.0000",1,0.1,1998.125,NA,NA,1,NA,1,1,1
1998.75,3,465,"1.0000",1,0.25,1997.625,NA,NA,1,NA,1,1,1
1998.75,4,465,"1.0000",1,0.1,1997.875,NA,NA,1,NA,1,1,1
1998.75,1,465,"1.0000",1,0.25,1998.125,NA,NA,1,NA,1,1,1
1998.75,3,465,"1.0000",1,0.3,1998.625,NA,NA,1,NA,1,1,1
1999,4,465,"1.0000",1,0.1,1997.875,NA,NA,1,NA,1,1,1
1999,1,465,"1.0000",1,0.25,1998.125,NA,NA,1,NA,1,1,1
1999,3,465,"1.0000",1,0.1,1998.625,NA,NA,1,NA,1,1,1
1999.25,1,465,"1.0000",1,0.1,1998.125,NA,NA,1,NA,1,1,1
1999.25,3,465,"1.0000",1,0.3,1998.625,NA,NA,1,NA,1,1,1
1999.5,3,465,"1.0000",1,0.2,1998.625,NA,NA,1,NA,1,1,1
1999.75,3,465,"1.0000",1,0.25,1998.625,NA,NA,1,NA,1,1,1
2000,1,465,"1.0000",1,0.05,1999.125,NA,NA,1,NA,1,1,1
2000,3,465,"1.0000",1,0.05,1999.625,NA,NA,1,NA,1,1,1
2000,4,465,"1.0000",1,0.2,1999.875,NA,NA,1,NA,1,1,1
2000.25,1,465,"1.0000",1,0.5,1999.125,NA,NA,1,NA,1,1,1
2000.25,2,465,"1.0000",1,0.5,1999.375,NA,NA,1,NA,1,1,1
2000.25,3,465,"1.0000",1,0.5,1999.625,NA,NA,1,NA,1,1,1
2000.25,4,465,"1.0000",1,0.5,1999.875,NA,NA,1,NA,1,1,1
2000.5,2,465,"1.0000",1,0.5,1999.375,NA,NA,1,NA,1,1,1
2000.5,3,465,"1.0000",1,0.5,1999.625,NA,NA,1,NA,1,1,1
2000.5,4,465,"1.0000",1,0.4,1999.875,NA,NA,1,NA,1,1,1
2000.75,3,465,"1.0000",1,0.333,1999.625,NA,NA,1,NA,1,1,1
2000.75,4,465,"1.0000",1,0.3,1999.875,NA,NA,1,NA,1,1,1
2001,4,465,"1.0000",1,0.2,1999.875,NA,NA,1,NA,1,1,1
2001,4,465,"1.0000",1,0.25,2000.875,NA,NA,1,NA,1,1,1
2001.25,4,465,"1.0000",1,0.4,2000.875,2001,1,1,1,1,1,1
2001.25,1,465,"1.0000",1,0.8,2001.125,2001,1,1,1,1,1,1
2001.25,5,465,"1.0000",1,1,2001.249,2001,1,2,1,1,1,1
2001.5,4,465,"1.0000",1,0.5,2000.875,NA,NA,1,NA,1,1,1
2001.5,1,465,"1.0000",1,0.7,2001.125,NA,NA,1,NA,1,1,1
2001.5,2,465,"1.0000",1,0.6,2001.375,NA,NA,1,NA,1,1,1
2001.75,4,465,"1.0000",1,0.4,2000.875,2001,3,1,1,1,1,1
2001.75,1,465,"1.0000",1,0.4,2001.125,2001,3,1,1,1,1,1
2001.75,2,465,"1.0000",1,0.5,2001.375,2001,3,1,1,1,1,1
2001.75,3,465,"1.0000",1,0.5,2001.625,2001,3,1,1,1,1,1
2001.75,5,465,"1.0000",1,1,2001.749,2001,3,2,1,1,1,1
2002,4,465,"1.0000",1,0.3,2000.875,NA,NA,1,NA,1,1,1
2002,1,465,"1.0000",1,0.3,2001.125,NA,NA,1,NA,1,1,1
2002,2,465,"1.0000",1,0.2,2001.375,NA,NA,1,NA,1,1,1
2002,3,465,"1.0000",1,0.4,2001.625,NA,NA,1,NA,1,1,1
2002.25,1,465,"1.0000",1,0.1,2001.125,NA,NA,1,NA,1,1,1
2002.25,2,465,"1.0000",1,0.2,2001.375,NA,NA,1,NA,1,1,1
2002.25,3,465,"1.0000",1,0.3,2001.625,NA,NA,1,NA,1,1,1
2002.25,1,465,"1.0000",1,0.5,2002.125,NA,NA,1,NA,1,1,1
2002.5,2,465,"1.0000",1,0.1,2001.375,NA,NA,1,NA,1,1,1
2002.5,3,465,"1.0000",1,0.2,2001.625,NA,NA,1,NA,1,1,1
2002.5,1,465,"1.0000",1,0.3,2002.125,NA,NA,1,NA,1,1,1
2002.5,2,465,"1.0000",1,0.6,2002.375,NA,NA,1,NA,1,1,1
2002.75,3,465,"1.0000",1,0.1,2001.625,NA,NA,1,NA,1,1,1
2002.75,1,465,"1.0000",1,0.2,2002.125,NA,NA,1,NA,1,1,1
2002.75,2,465,"1.0000",1,0.5,2002.375,NA,NA,1,NA,1,1,1
2002.75,3,465,"1.0000",1,0.45,2002.625,NA,NA,1,NA,1,1,1
2003,1,465,"1.0000",1,0.1,2002.125,NA,NA,1,NA,1,1,1
2003,2,465,"1.0000",1,0.4,2002.375,NA,NA,1,NA,1,1,1
2003,3,465,"1.0000",1,0.45,2002.625,NA,NA,1,NA,1,1,1
2003,4,465,"1.0000",1,0.4,2002.875,NA,NA,1,NA,1,1,1
2003.25,1,465,"1.0000",1,0.1,2002.125,NA,NA,1,NA,1,1,1
2003.25,2,465,"1.0000",1,0.3,2002.375,NA,NA,1,NA,1,1,1
